observation_date,APU0200FD2101
1998-01-01,2.281
1998-02-01,2.258
1998-03-01,2.303
1998-04-01,2.025
1998-05-01,2.124
1998-06-01,2.164
1998-07-01,2.238
1998-08-01,2.191
1998-09-01,2.191
1998-10-01,2.230
1998-11-01,2.190
1998-12-01,2.123
1999-01-01,2.169
1999-02-01,2.127
1999-03-01,2.130
1999-04-01,1.940
1999-05-01,2.087
1999-06-01,2.062
1999-07-01,2.200
1999-08-01,2.152
1999-09-01,2.197
1999-10-01,2.212
1999-11-01,2.197
1999-12-01,2.132
2000-01-01,2.156
2000-02-01,2.183
2000-03-01,2.223
2000-04-01,2.220
2000-05-01,2.195
2000-06-01,2.250
2000-07-01,2.225
2000-08-01,2.348
2000-09-01,2.379
2000-10-01,2.402
2000-11-01,2.359
2000-12-01,2.324
2001-01-01,2.337
2001-02-01,2.297
2001-03-01,2.373
2001-04-01,2.221
2001-05-01,2.315
2001-06-01,2.418
2001-07-01,2.470
2001-08-01,2.445
2001-09-01,2.483
2001-10-01,2.463
2001-11-01,2.382
2001-12-01,2.416
2002-01-01,2.352
2002-02-01,2.421
2002-03-01,2.417
2002-04-01,2.464
2002-05-01,2.466
2002-06-01,2.305
2002-07-01,2.312
2002-08-01,2.309
2002-09-01,2.288
2002-10-01,2.279
2002-11-01,2.074
2002-12-01,2.082
2003-01-01,2.050
2003-02-01,2.112
2003-03-01,2.015
2003-04-01,1.989
2003-05-01,1.924
2003-06-01,2.037
2003-07-01,2.063
2003-08-01,2.088
2003-09-01,2.110
2003-10-01,2.111
2003-11-01,2.118
2003-12-01,1.991
2004-01-01,2.015
2004-02-01,2.035
2004-03-01,2.081
2004-04-01,2.054
2004-05-01,2.203
2004-06-01,2.261
2004-07-01,2.180
2004-08-01,2.222
2004-09-01,2.347
2004-10-01,2.419
2004-11-01,2.388
2004-12-01,2.471
2005-01-01,2.389
2005-02-01,2.414
2005-03-01,2.467
2005-04-01,2.477
2005-05-01,2.538
2005-06-01,2.576
2005-07-01,2.562
2005-08-01,2.539
2005-09-01,2.528
2005-10-01,2.534
2005-11-01,2.464
2005-12-01,2.372
2006-01-01,2.369
2006-02-01,2.436
2006-03-01,2.375
2006-04-01,2.284
2006-05-01,2.315
2006-06-01,2.427
2006-07-01,2.472
2006-08-01,2.487
2006-09-01,2.456
2006-10-01,2.449
2006-11-01,2.555
2006-12-01,2.530
2007-01-01,2.572
2007-02-01,2.499
2007-03-01,2.525
2007-04-01,2.364
2007-05-01,2.403
2007-06-01,2.426
2007-07-01,2.510
2007-08-01,2.502
2007-09-01,2.516
2007-10-01,2.456
2007-11-01,2.433
2007-12-01,2.370
2008-01-01,2.327
2008-02-01,2.310
2008-03-01,2.314
2008-04-01,2.482
2008-05-01,2.432
2008-06-01,2.384
2008-07-01,2.418
2008-08-01,2.432
2008-09-01,2.531
2008-10-01,2.547
